Якби я був екстравертом, я б насолоджувався великими вечірками більше;If I were an extravert, I would enjoy big parties more;0042--Amelia--If_I_were_an_extravert__I_would_enjoy_big_parties_more.mp3;
Він був товстим будучи дитиною, але зараз він стрункий і спортивний;He was fat as a child, but now he's slim and sporty;0043--Grandfather_Joe_Gentle__warm___wise--He_was_fat_as_a_child__but_now_he_s_slim_and_sporty.mp3;
Fat означає мати більшу вагу тіла, ніж це є здоровим;Fat means having more body weight than is healthy;0044--Archer--_Fat__means_having_more_body_weight_than_is_healthy.mp3;
Моя кішка така товста, що не може застрибнути на диван;"My cat is so fat that she can't jump on the sofa";0045--Samara--My_cat_is_so_fat_that_she_can_t_jump_on_the_sofa.mp3;
Люди часто їдять фастфуд і швидко товстіють;People often eat fast food and get fat quickly;0046--Johnny_Kid_Serious--People_often_eat_fast_food_and_get_fat_quickly.mp3;
Ти думаєш, що бути товстим - це лише через їжу чи також через спосіб життя?;Do you think being fat is only about food, or also about lifestyle?;0047--Archer--Do_you_think_being_fat_is_only_about_food__or_also_about_lifestyle_.mp3;
Якби я їв шоколад щодня, то, мабуть, погладшав би;If I ate chocolate every day, I would probably get fat;0048--Archer--If_I_ate_chocolate_every_day__I_would_probably_get_fat.mp3;
Наші сусіди дуже привітні й завжди вітаються;Our neighbours are very friendly and always say hello;0049--Archer--Our_neighbours_are_very_friendly_and_always_say_hello.mp3;
Friendly описує когось(людину), яка добра й з нею легко спілкуватися;Friendly describes someone who is kind and easy to talk to;0050--Johnny_Kid_Serious--_Friendly__describes_someone_who_is_kind_and_easy_to_talk_to.mp3;
Продавець був привітний і допоміг мені вибрати куртку;The shop assistant was friendly and helped me choose a jacket;0051--Amelia--The_shop_assistant_was_friendly_and_helped_me_choose_a_jacket.mp3;
Якщо ти будеш привітним, люди захочуть з тобою працювати;If you are friendly, people will want to work with you;0053--Elizabeth_Professional_British_Narrator--If_you_are_friendly__people_will_want_to_work_with_you.mp3;
Учитель був привітний, коли ти попросив допомоги?;Was the teacher friendly when you asked for help?;0054--Northern_Terry--Was_the_teacher_friendly_when_you_asked_for_help_.mp3;
Той фільм був дуже смішний, я не міг перестати сміятися;"That film was really funny, I couldn't stop laughing";0055--Jane--That_film_was_really_funny__I_couldn_t_stop_laughing.mp3;
Funny означає щось, що змушує тебе сміятися або посміхатися;Funny means something that makes you laugh or smile;0056--AImee_ASMR_and_Meditation--_Funny__means_something_that_makes_you_laugh_or_smile.mp3;
Мій молодший брат розповів смішну історію за вечерею;My little brother told a funny story at dinner;0057--Elizabeth_Professional_British_Narrator--My_little_brother_told_a_funny_story_at_dinner.mp3;
Ти знаєш якісь смішні жарти англійською?;Do you know any funny jokes in English?;0058--Northern_Terry--Do_you_know_any_funny_jokes_in_English_.mp3;
Кумедно(Дивно), як швидко минає час, коли ти щасливий;It's funny how quickly time passes when you're happy;0059--Allison_inviting_and_velvety_British_ac--It_s_funny_how_quickly_time_passes_when_you_re_happy.mp3;
Якби я був такий смішний, як він, я б став коміком;If I were funny like him, I would be a comedian;0060--Archie_English_teen_youth--If_I_were_funny_like_him__I_would_be_a_comedian.mp3;
Моя тітка щедра - вона завжди приносить нам подарунки;My aunt is generous - she always brings us gifts;0061--Archie_English_teen_youth--My_aunt_is_generous___she_always_brings_us_gifts.mp3;
Щедра людина любить давати іншим, без очикування чогось взамін;A generous person likes giving to others without expecting anything back;0062--Adam_Stone--A_generous_person_likes_giving_to_others_without_expecting_anything_back.mp3;
Він був достатньо щедрим, щоб заплатити за обід усіх;"He was generous enough to pay for everyone's lunch";0063--Katie_X_Call_Center_English_Female--He_was_generous_enough_to_pay_for_everyone_s_lunch.mp3;
Чому багаті люди не завжди щедрі?;Why are rich people not always generous?;0064--Johnny_Kid_Serious--Why_are_rich_people_not_always_generous_.mp3;
Вона зробила щедрий внесок у місцеву лікарню;She made a generous donation to the local hospital;0065--Adam_Stone--She_made_a_generous_donation_to_the_local_hospital.mp3;
Якщо ти будеш щедрим на свій час(готовий витрачати свій час на інших), люди це оцінять;If you are generous with your time, people will appreciate it;0066--Katie_X_Call_Center_English_Female--If_you_are_generous_with_your_time__people_will_appreciate_it.mp3;
Вона працьовита студентка і навчається щовечора;She's a hard-working student and studies every evening;0067--Grandfather_Joe_Gentle__warm___wise--She_s_a_hard_working_student_and_studies_every_evening.mp3;
Hard-working описує людину, яка працює з енергією та старанням;Hard-working describes someone who works with energy and effort;0068--Archer--_Hard_working__describes_someone_who_works_with_energy_and_effort.mp3;
Мій батько дуже працьовитий - він ніколи не приходить додому раніше 7-ї вечора;My father is very hard-working - he never comes home before seven p.m.;0069--Northern_Terry--My_father_is_very_hard_working___he_never_comes_home_before_7_p_m.mp3;
Люди у твоїй країні працьовиті чи більш розслаблені?;Are people in your country hard-working or more relaxed?;0070--Alexander--Are_people_in_your_country_hard_working_or_more_relaxed_.mp3;
Якщо ти працьовитий, ти можеш досягти майже всього;If you are hard-working, you can achieve almost anything;0071--James_British_Professional_Smooth--If_you_are_hard_working__you_can_achieve_almost_anything.mp3;
Він виглядає втомленим, бо наполегливо працював увесь тиждень;"He looks tired because he's been hard-working all week";0072--Jane--He_looks_tired_because_he_s_been_hard_working_all_week.mp3;
Дякую, що допоміг мені - ти дуже добрий;Thank you for helping me - you are very kind;0073--Lucy_Fresh___Casual--Thank_you_for_helping_me___you_are_very_kind.mp3;
Kind означає бути привітним і турботу про інших людей;Kind means being friendly and caring about other people;0074--Lucy_Fresh___Casual--_Kind__means_being_friendly_and_caring_about_other_people.mp3;
Моя вчителька добра, але також дуже сувора щодо домашніх завдань;My teacher is kind, but also very strict about homework;0075--Alexander--My_teacher_is_kind__but_also_very_strict_about_homework.mp3;
Чи було б це добре з вашого боку відкрити вікно?;Would it be kind of you to open the window?;0076--Johnny_Kid_Serious--Would_it_be_kind_of_you_to_open_the_window_.mp3;
Якщо ти добрий до тварин, вони будуть довіряти тобі;If you are kind to animals, they will trust you;0077--Allison_inviting_and_velvety_British_ac--If_you_are_kind_to_animals__they_will_trust_you.mp3;
Вона була достатньо доброю, щоб показати мені дорогу до вокзалу;She was kind enough to show me the way to the station;0078--Elizabeth_Professional_British_Narrator--She_was_kind_enough_to_show_me_the_way_to_the_station.mp3;
Він такий лінивий, що не хоче навіть помити посуд;He's so lazy, he doesn't even want to wash the dishes;0079--Rachel_M_Pro_British_Radio_Presenter--He_s_so_lazy__he_doesn_t_even_want_to_wash_the_dishes.mp3;
Lazy описує людину, яка не любить працювати чи щось робити;"Lazy describes someone who doesn't like working or doing things";0080--Katie_X_Call_Center_English_Female--_Lazy__describes_someone_who_doesn_t_like_working_or_doing_things.mp3;
Моя кішка лінива зранку, але дуже активна вночі;My cat is lazy in the morning but very active at night;0081--Johnny_Kid_Serious--My_cat_is_lazy_in_the_morning_but_very_active_at_night.mp3;
Чому ти поводишся так ліниво сьогодні?(тимчасовий характер поведінки);Why are you being so lazy today?;0082--Jane--Why_are_you_being_so_lazy_today_.mp3;
Якщо ти залишишся лінивим, то не складеш іспит;"If you stay lazy, you won't pass the exam";0083--Adam_Stone--If_you_stay_lazy__you_won_t_pass_the_exam.mp3;
Я відчував себе лінивим у неділю  і залишався у ліжку до полудня;I felt lazy on Sunday and stayed in bed until noon;0084--Jane--I_felt_lazy_on_Sunday_and_stayed_in_bed_until_noon.mp3;
Вони вирушили в довгу подорож через Європу;They went on a long journey across Europe;0085--Northern_Terry--They_went_on_a_long_journey_across_Europe.mp3;
Long означає щось, що вимірюється великою відстанню або часом;Long means something that measures a great distance or time;0086--Grandfather_Joe_Gentle__warm___wise--_Long__means_something_that_measures_a_great_distance_or_time.mp3;
Її волоcся дуже довге, воно майже дістає до її талії;Her hair is very long, it almost reaches her waist;0087--Archie_English_teen_youth--Her_hair_is_very_long__it_almost_reaches_her_waist.mp3;
<div>Минуло багато часу відтоді, як ми востаннє бачилися</div>;It's been a long time since we last met;0088--Eastend_Steve--It_s_been_a_long_time_since_we_last_met.mp3;
Якщо зустріч буде довгою, ми можемо зробити коротку перерву;If the meeting is long, we can take a short break;0089--AImee_ASMR_and_Meditation--If_the_meeting_is_long__we_can_take_a_short_break.mp3;
Скільки часу займає дорога до Лондона потягом?;How long does it take to get to London by train?;0090--Alexander--How_long_does_it_take_to_get_to_London_by_train_.mp3;
Не будь грубим(злим) до свого молодшого брата;Don't be mean to your little brother;0091--Samara--Don_t_be_mean_to_your_little_brother.mp3;
Mean описує людину, яка недобра або нещедра;Mean describes someone who is unkind or not generous;0092--James_British_Professional_Smooth--_Mean__describes_someone_who_is_unkind_or_not_generous.mp3;
Вона сказала злу річ, і це образило мої почуття;She said a mean thing, and it hurt my feelings;0093--Lucy_Fresh___Casual--She_said_a_mean_thing__and_it_hurt_my_feelings.mp3;
Він виглядає привітним, але іноді він може бути досить злим;He looks friendly, but sometimes he can be quite mean;0094--Grandfather_Joe_Gentle__warm___wise--He_looks_friendly__but_sometimes_he_can_be_quite_mean.mp3;
Якщо ти будеш злим до людей, вони не захочуть допомагати тобі;"If you are mean to people, they won't want to help you";0095--Grandfather_Joe_Gentle__warm___wise--If_you_are_mean_to_people__they_won_t_want_to_help_you.mp3;
Чому він такий грубий, коли говорить з офіціантами?;Why is he so mean when he talks to waiters?;0096--Mia_Moore_Studio_Presenter--Why_is_he_so_mean_when_he_talks_to_waiters_.mp3;
У нього густі чорні вуса;He has a thick black moustache;0097--Katie_X_Call_Center_English_Female--He_has_a_thick_black_moustache.mp3;
Вуса - це волосся, яке росте над верхньою губою чоловіка;"A moustache is hair that grows above a man's upper lip";0098--Bradford--A_moustache_is_hair_that_grows_above_a_man_s_upper_lip.mp3;
Мій дядько збрив вуса після двадцяти років;My uncle shaved off his moustache after twenty years;0099--Archie_English_teen_youth--My_uncle_shaved_off_his_moustache_after_twenty_years.mp3;
Якби у мене були вуса, я б, мабуть, виглядав старше;"If I had a moustache, I'd probably look older";0101--Grandfather_Joe_Gentle__warm___wise--If_I_had_a_moustache__I_d_probably_look_older.mp3;
Він має зайву вагу, бо їсть занадто багато фастфуду;"He's overweight because he eats too much fast food";0103--Jane--He_s_overweight_because_he_eats_too_much_fast_food.mp3;
Overweight означає важчий ніж вважається здоровим;Overweight means heavier than is considered healthy;0104--Axell_British_YouTube_Personality--_Overweight__means_heavier_than_is_considered_healthy.mp3;
<div>Лікар сказав, що я був трохи з надмірною вагою</div>;The doctor said I was slightly overweight;0105--Amelia--The_doctor_said_I_was_slightly_overweight.mp3;
У твоїй країні багато людей із зайвою вагою?;Are there many overweight people in your country?;0106--Samara--Are_there_many_overweight_people_in_your_country_.mp3;
Якщо ти перестанеш тренуватися, ти можеш стати повним(із зайвою вагою);If you stop exercising, you may become overweight;0107--Katie_X_Call_Center_English_Female--If_you_stop_exercising__you_may_become_overweight.mp3;
Вона почувалася нещасною, бо її пес мав зайву вагу;She felt unhappy because her dog was overweight;0108--Katie_X_Call_Center_English_Female--She_felt_unhappy_because_her_dog_was_overweight.mp3;
Бібліотека завжди тиха, тому ти можеш навчатися там.;The library is always quiet, so you can study there;0109--Rachel_M_Pro_British_Radio_Presenter--The_library_is_always_quiet__so_you_can_study_there_.mp3;
Quiet означає створювати мало або зовсім не створювати шуму;Quiet means making little or no noise;0110--Eastend_Steve--_Quiet__means_making_little_or_no_noise_.mp3;
Вона тиха людина й мало говорить у компанії людей(не говорить багато у групах).;She's a quiet person and doesn't talk much in groups;0111--Blondie_Conversational--She_s_a_quiet_person_and_doesn_t_talk_much_in_groups_.mp3;
Будь тихий, немовля спить!;Be quiet, the baby is sleeping!;0112--Mia_Moore_Studio_Presenter--Be_quiet__the_baby_is_sleeping_.mp3;
Якщо вулиця буде тихою сьогодні ввечері, ми зможемо добре поспати.(У нас буде можливість добре виспатися);If the street is quiet tonight, we can sleep well;0113--Axell_British_YouTube_Personality--If_the_street_is_quiet_tonight__we_can_sleep_well_.mp3;
Чи був офіс тихим, коли ти прийшов сьогодні зранку?;Was the office quiet when you arrived this morning?;0114--Alexander--Was_the_office_quiet_when_you_arrived_this_morning_.mp3;
Вона одягла червону сукню на вечірку.;She wore a red dress to the party;0115--Johnny_Kid_Serious--She_wore_a_red_dress_to_the_party_.mp3;
Red — це колір крові та стиглої полуниці.;Red is the colour of blood and ripe strawberries;0116--Shelley_Clear_and_confident_British_fe--_Red__is_the_colour_of_blood_and_ripe_strawberries_.mp3;
Його обличчя почервоніло, коли всі подивилися на нього.;His face turned red when everyone looked at him;0117--Johnny_Kid_Serious--His_face_turned_red_when_everyone_looked_at_him_.mp3;
Я купив червону парасольку, бо її добре видно;I bought a red umbrella because it's easy to see;0118--Jane--I_bought_a_red_umbrella_because_it_s_easy_to_see_.mp3;
Якщо світлофор червоний, потрібно зупинитися.;If the traffic light is red, you must stop;0119--Shelley_Clear_and_confident_British_fe--If_the_traffic_light_is_red__you_must_stop_.mp3;
Чому твої очі такі червоні?;Why are your eyes so red?;0120--Shelley_Clear_and_confident_British_fe--Why_are_your_eyes_so_red_.mp3;
Вона виглядає серйозною, але насправді дуже смішна.;She looks serious, but actually she's very funny;0121--Bradford--She_looks_serious__but_actually_she_s_very_funny_.mp3;
Serious означає не жартівливий, важливий або такий, що показує глибокі думки.;Serious means not joking, important, or showing deep thought;0122--Johnny_Kid_Serious--_Serious__means_not_joking__important__or_showing_deep_thought_.mp3;
Він зробив серйозну помилку на роботі вчора.;He made a serious mistake at work yesterday;0123--Rachel_M_Pro_British_Radio_Presenter--He_made_a_serious_mistake_at_work_yesterday_.mp3;
Ти серйозно, чи просто жартуєш?;Are you serious, or are you just joking?;0124--Samara--Are_you_serious__or_are_you_just_joking_.mp3;
Якщо це серйозна проблема, слід зателефонувати лікарю.;If it's a serious problem, you should call the doctor;0125--Bradford--If_it_s_a_serious_problem__you_should_call_the_doctor_.mp3;
Вона завжди дуже серйозна перед іспитом.;She's always very serious before an exam;0126--Axell_British_YouTube_Personality--She_s_always_very_serious_before_an_exam_.mp3;
Він досить низький, але дуже сильний.;He is quite short, but very strong;0127--Rachel_M_Pro_British_Radio_Presenter--He_is_quite_short__but_very_strong_.mp3;
Short означає невисокий на зріст або нетривалий у довжині/часі.;Short means not tall in height, or not long in length/time;0128--James_British_Professional_Smooth--_Short__means_not_tall_in_height__or_not_long_in_length_time_.mp3;
Ця спідниця занадто коротка для школи.;This skirt is too short for school;0129--Allison_inviting_and_velvety_British_ac--This_skirt_is_too_short_for_school_.mp3;
Урок був короткий, лише тридцять хвилин.;The lesson was short, only thirty minutes;0130--Lucy_Fresh___Casual--The_lesson_was_short__only_thirty_minutes_.mp3;
Якщо твоя промова буде короткою, люди уважно слухатимуть.;If your speech is short, people will listen carefully;0131--Lucy_Fresh___Casual--If_your_speech_is_short__people_will_listen_carefully_.mp3;
Чому твоє волосся таке коротке тепер?;Why is your hair so short now?;0132--Katie_X_Call_Center_English_Female--Why_is_your_hair_so_short_now_.mp3;
Новий учень дуже сором'язливий і мало говорить.;The new student is very shy and doesn't talk much;0133--Mia_Moore_Studio_Presenter--The_new_student_is_very_shy_and_doesn_t_talk_much_.mp3;
Shy описує людину, хто нервує або почувається некомфортно(ніяково) серед людей;Shy describes someone who is nervous or uncomfortable with people;0134--Adam_Stone--_Shy__describes_someone_who_is_nervous_or_uncomfortable_with_people_.mp3;
Моя молодша сестра була сором'язливою спочатку, але потім почала гратися.;My little sister was shy at first, but then she started playing;0135--Alexander--My_little_sister_was_shy_at_first__but_then_she_started_playing_.mp3;
"Ти сором'язливий, коли знайомишся з незнайомими людьми?";Are you shy when you meet strangers?;0136--Allison_inviting_and_velvety_British_ac--Are_you_shy_when_you_meet_strangers_.mp3;
Якщо ти сором'язливий, то важче говорити англійською на публіці.;If you are shy, it's harder to speak English in public;0137--Archer--If_you_are_shy__it_s_harder_to_speak_English_in_public_.mp3;
Він виглядав сором'язливим, коли дава(робив) свою першу презентацію.;He looked shy when he gave his first presentation;0138--Shelley_Clear_and_confident_British_fe--He_looked_shy_when_he_gave_his_first_presentation_.mp3;
Вона струнка, бо тренується щодня.;She is slim because she exercises every day;0139--Eastend_Steve--She_is_slim_because_she_exercises_every_day_.mp3;
Slim означає худий у привабливий спосіб.;Slim means thin in an attractive way;0140--Lucy_Fresh___Casual--_Slim__means_thin_in_an_attractive_way_.mp3;
Він виглядав струнким у тому новому костюмі.;He looked slim in that new suit;0141--Alexander--He_looked_slim_in_that_new_suit_.mp3;
Мої шанси виграти в лотерею дуже малі(не такі великі як очикую);My chances of winning the lottery are very slim;0142--Archie_English_teen_youth--My_chances_of_winning_the_lottery_are_very_slim_.mp3;
Якщо хочеш залишатися струнким, уникай їсти забагато цукру;If you want to stay slim, avoid eating too much sugar;0143--Lucy_Fresh___Casual--If_you_want_to_stay_slim__avoid_eating_too_much_sugar_.mp3;
Вона завжди була стрункою чи нещодавно схудла?;Was she always slim, or did she lose weight recently?;0144--James_British_Professional_Smooth--Was_she_always_slim__or_did_she_lose_weight_recently_.mp3;
Straight означає не вигнутий, без згинів чи поворотів;Straight means not curved, without bends or turns;0146--Archie_English_teen_youth--_Straight__means_not_curved__without_bends_or_turns_.mp3;
Іди прямо вперед, і ти побачиш автостанцію ліворуч від тебе.;Go straight ahead and you'll see the bus station on your left;0147--Archie_English_teen_youth--Go_straight_ahead_and_you_ll_see_the_bus_station_on_your_left_.mp3;
Він дав мені прямолінійну відповідь, без жартів цього разу .;He gave me a straight answer, no jokes this time;0148--Allison_inviting_and_velvety_British_ac--He_gave_me_a_straight_answer__no_jokes_this_time_.mp3;
Якби дорога була прямою, подорож була б набагато швидшою.;If the road were straight, the journey would be much faster;0149--Shelley_Clear_and_confident_British_fe--If_the_road_were_straight__the_journey_would_be_much_faster_.mp3;
Чи є річка Темза прямою, чи вона звивається через Лондон?;Is the River Thames straight or does it curve through London?;0150--Mia_Moore_Studio_Presenter--Is_the_River_Thames_straight_or_does_it_curve_through_London_.mp3;
Я зробив дурну помилку у своєму тесті з математики.;I made a stupid mistake in my maths test;0151--Axell_British_YouTube_Personality--I_made_a_stupid_mistake_in_my_maths_test_.mp3;
Stupid означає нерозумний, який демонструє відсутність здорового глузду.;Stupid means not clever, showing a lack of good sense.;0152--Archer--_Stupid__means_not_clever__showing_a_lack_of_good_sense_.mp3;
Не називай людей дурними, це недобре.;Don't call people stupid, it's not kind;0153--Archer--Don_t_call_people_stupid__it_s_not_kind_.mp3;
Він почувався дурнем, коли забув свій квиток на потяг удома.;He felt stupid when he forgot his train ticket at home;0154--Rachel_M_Pro_British_Radio_Presenter--He_felt_stupid_when_he_forgot_his_train_ticket_at_home_.mp3;
Якщо ти так швидко їдеш під дощем — це нерозумно й небезпечно.;If you drive so fast in the rain, it's stupid and dangerous;0155--Mia_Moore_Studio_Presenter--If_you_drive_so_fast_in_the_rain__it_s_stupid_and_dangerous_.mp3;
Це було нерозумно з мого боку — вірити тій старій рекламі?;Was it stupid of me to believe that old advert?;0156--Mia_Moore_Studio_Presenter--Was_it_stupid_of_me_to_believe_that_old_advert_.mp3;
Talkative описує людину, яка любить багато говорити.;Talkative describes someone who likes speaking a lot;0158--Eastend_Steve--_Talkative__describes_someone_who_likes_speaking_a_lot_.mp3;
Наш таксист у Лондоні був дуже балакучим і розповідав нам смішні історії.;Our taxi driver in London was really talkative and told us funny stories;0159--Archie_English_teen_youth--Our_taxi_driver_in_London_was_really_talkative_and_told_us_funny_stories_.mp3;
Ти балакучий, коли знайомишся з новими людьми, чи більш тихий?;Are you talkative when you meet new people, or more quiet?;0160--Amelia--Are_you_talkative_when_you_meet_new_people__or_more_quiet_.mp3;
Він став більш балакучим після пінти у пабі.;He became more talkative after a pint at the pub;0161--Elizabeth_Professional_British_Narrator--He_became_more_talkative_after_a_pint_at_the_pub_.mp3;
Якби вона не була такою балакучою, зустріч закінчилася б раніше.;If she weren't so talkative, the meeting would finish earlier;0162--Blondie_Conversational--If_she_weren_t_so_talkative__the_meeting_would_finish_earlier_.mp3;
Він дуже високий, набагато вищий за свого молодшого брата.;He's very tall, much taller than his younger brother;0163--Samara--He_s_very_tall__much_taller_than_his_younger_brother_.mp3;
Tall означає мати быльше за середній зріст.;Tall means having a greater than average height;0164--Jane--_Tall__means_having_a_greater_than_average_height_.mp3;
Шард у Лондоні — найвища будівля у ЮК.;The Shard in London is the tallest building in the UK;0165--Archie_English_teen_youth--The_Shard_in_London_is_the_tallest_building_in_the_UK_.mp3;
Мій друг достатньо високий, щоб грати у баскетбол за його шкільну команду;My friend is tall enough to play basketball for his school team;0166--Archie_English_teen_youth--My_friend_is_tall_enough_to_play_basketball_for_his_school_team_.mp3;
Учитель був високий чи низький? Я не можу згадати;Was the teacher tall or short? I can't remember;0167--Grandfather_Joe_Gentle__warm___wise--Was_the_teacher_tall_or_short__I_can_t_remember_.mp3;
